1620763064000, 939.00
1620763071000, 939.00
1620763078000, 939.00
1620763085000, 939.00
1620763092000, 939.00
1620763099000, 939.00
1620763106000, 939.00
1620763113000, 939.00
1620763120000, 939.00
1620808440000, 599.00
1620808447000, 599.00
1620808454000, 599.00
1620808461000, 599.00
1620808469000, 599.00
1620808477000, 599.00
1620808484000, 599.00
1620808491000, 599.00
1620808498000, 599.00
1620808505000, 599.00
1620808514000, 599.00
1620808521000, 599.00
1620808529000, 599.00
1620808537000, 599.00
1620809382000, 599.00
1620809388000, 599.00
1620809440000, 599.00
1620809446000, 599.00
1620809453000, 599.00
1620809460000, 599.00
1620809466000, 599.00
1620809472000, 599.00
1620809479000, 599.00
1620809485000, 599.00
1620809492000, 599.00
1620809499000, 599.00
1620809505000, 599.00
1620809512000, 599.00
1620809519000, 599.00
1620809527000, 599.00
1620809533000, 599.00
1620809540000, 599.00
1620809547000, 599.00
1620809553000, 599.00
1620809560000, 599.00
1620809567000, 599.00
1620809574000, 599.00
1620809580000, 599.00
1620809587000, 599.00
1620809594000, 599.00
1620809600000, 599.00
1620809608000, 599.00
1620809615000, 599.00
1620809622000, 599.00
1620809628000, 599.00
1620809635000, 599.00
1620809641000, 599.00
1620809648000, 599.00
1620809655000, 599.00
1620809661000, 599.00
1620810544000, 599.00
1620810551000, 599.00
1620810558000, 599.00
1620810564000, 599.00
1620810571000, 599.00
1620810577000, 599.00
1620810584000, 599.00
1620810590000, 599.00
1620810598000, 599.00
1620810604000, 599.00
1620810610000, 599.00
1620810617000, 599.00
1620810624000, 599.00
1620810631000, 599.00
1620810638000, 599.00
1620810645000, 599.00
1620810651000, 599.00
1620810659000, 599.00
1620810665000, 599.00
1620810672000, 599.00
1620810679000, 599.00
1620810686000, 599.00
1620810693000, 599.00
1620810700000, 599.00
1620810707000, 599.00
1620811161000, 599.00
1620811167000, 599.00
1620811174000, 599.00
1620811181000, 599.00
1620811188000, 599.00
1620811195000, 599.00
1620811202000, 599.00
1620811208000, 599.00
1620811215000, 599.00
1620811222000, 599.00
1620811228000, 599.00
1620811235000, 599.00
1620811242000, 599.00
1620811249000, 599.00
1620811256000, 599.00
1620811263000, 599.00
1620811270000, 599.00
1620811276000, 599.00
1620811284000, 599.00
1620811669000, 599.00
1620811676000, 599.00
1620811821000, 599.00
1620811828000, 599.00
1620811835000, 599.00
1620811841000, 599.00
1620811850000, 599.00
1620811856000, 599.00
1620811863000, 599.00
1620811869000, 599.00
1620811900000, 599.00
1620811907000, 599.00
1620811914000, 599.00
1620811920000, 599.00
1620811927000, 599.00
1620811933000, 599.00
1620811940000, 599.00
1620811946000, 599.00
1620811953000, 599.00
1620811959000, 599.00
1620811966000, 599.00
1620811973000, 599.00
1620811979000, 599.00
1620811987000, 599.00
1620812000000, 599.00
1620812006000, 599.00
1620812013000, 599.00
1620812020000, 599.00
1620812026000, 599.00
1620812033000, 599.00
1620812040000, 599.00
1620812046000, 599.00
1620812053000, 599.00
1620812059000, 599.00
1620812066000, 599.00
1620812072000, 599.00
1620812079000, 599.00
1620812086000, 599.00
1620812092000, 599.00
1620812099000, 599.00
1620812106000, 599.00
1620812112000, 599.00
1620812120000, 599.00
1620812126000, 599.00
1620812132000, 599.00
1620812139000, 599.00
1620812145000, 599.00
1620812152000, 599.00
1620812159000, 599.00
1620812165000, 599.00
1620812171000, 599.00
1620812178000, 599.00
1620812185000, 599.00
1620812192000, 599.00
1620812198000, 599.00
1620812206000, 599.00
1620812212000, 599.00
1620812220000, 599.00
1620812227000, 599.00
1620812233000, 599.00
1620812239000, 599.00
1620812246000, 599.00
1620812253000, 599.00
1620812259000, 599.00
1620812266000, 599.00
1620812273000, 599.00
1620812279000, 599.00
1620812286000, 599.00
1620812293000, 599.00
1620812299000, 599.00
1620812306000, 599.00
1620812312000, 599.00
1620812318000, 599.00
1620812325000, 599.00
1620812332000, 599.00
1620812340000, 599.00
1620812347000, 599.00
1620812354000, 599.00
1620812360000, 599.00
1620812367000, 599.00
1620812374000, 599.00
1620812381000, 599.00
1620812387000, 599.00
1620812394000, 599.00
1620812401000, 599.00
1620812408000, 599.00
1620812416000, 599.00
1620812422000, 599.00
1620812428000, 599.00
1620812436000, 599.00
1620812443000, 599.00
1620812451000, 599.00
1620812458000, 599.00
1620812465000, 599.00
1620812471000, 599.00
1620812479000, 599.00
1620812486000, 599.00
1620812493000, 599.00
1620812500000, 599.00
1620812507000, 599.00
1620812513000, 599.00
1620812520000, 599.00
